00147             001003         X;6191800012035;147;PCH-TRIP-15;1;36;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             002003         X;6191800012042;147;PCH-TRIP-15;2;38;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             003003         X;6191800012059;147;PCH-TRIP-15;3;40;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             004003         X;6191800012066;147;PCH-TRIP-15;4;42;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             005003         X;6191800012073;147;PCH-TRIP-15;5;44;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             006003         X;6191800012080;147;PCH-TRIP-15;6;46;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             007003         X;6191800012097;147;PCH-TRIP-15;7;48;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             008003         X;6191800012103;147;PCH-TRIP-15;8;50;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             009003         X;6191800012110;147;PCH-TRIP-15;9;52;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00147             00A003         X;6191800012127;147;PCH-TRIP-15;00A;54;3;BLEU/F;175;T  ;T01;76;121;FAN;2021-04-22;175
00188             003002         X;6191800120518;188;T-BAS-TRIP-01;3;S;2;GR/ANTHR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             003003         X;6191800014763;188;T-BAS-TRIP-01;3;S;3;BLEU/F;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             003004         X;6191800015005;188;T-BAS-TRIP-01;3;S;4;NOIR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             003005         X;6191800014848;188;T-BAS-TRIP-01;3;S;5;BLANC;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00300C         X;6191800014923;188;T-BAS-TRIP-01;3;S;00C;G/C/CLR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00300O         X;6191800065291;188;T-BAS-TRIP-01;3;S;00O;G/C/MOYN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00300Q         X;6191800120594;188;T-BAS-TRIP-01;3;S;00Q;ROUG BOR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             003015         X;6191800014688;188;T-BAS-TRIP-01;3;S;15;AUBERGIN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00302N         X;6191800153134;188;T-BAS-TRIP-01;3;S;02N;BLUE/EVN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00302Q         X;6191800120679;188;T-BAS-TRIP-01;3;S;02Q;NOIR N1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00302T         X;6191800330887;188;T-BAS-TRIP-01;3;S;02T;BLANC1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00302U         X;6191800330962;188;T-BAS-TRIP-01;3;S;02U;NOIR1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             004002         X;6191800120525;188;T-BAS-TRIP-01;4;M;2;GR/ANTHR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             004003         X;6191800014770;188;T-BAS-TRIP-01;4;M;3;BLEU/F;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             004004         X;6191800015012;188;T-BAS-TRIP-01;4;M;4;NOIR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             004005         X;6191800014855;188;T-BAS-TRIP-01;4;M;5;BLANC;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00400C         X;6191800014930;188;T-BAS-TRIP-01;4;M;00C;G/C/CLR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00400O         X;6191800065307;188;T-BAS-TRIP-01;4;M;00O;G/C/MOYN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00400Q         X;6191800120600;188;T-BAS-TRIP-01;4;M;00Q;ROUG BOR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             004015         X;6191800014695;188;T-BAS-TRIP-01;4;M;15;AUBERGIN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00402N         X;6191800153141;188;T-BAS-TRIP-01;4;M;02N;BLUE/EVN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00402Q         X;6191800120686;188;T-BAS-TRIP-01;4;M;02Q;NOIR N1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00402T         X;6191800330894;188;T-BAS-TRIP-01;4;M;02T;BLANC1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00402U         X;6191800330979;188;T-BAS-TRIP-01;4;M;02U;NOIR1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             005002         X;6191800120532;188;T-BAS-TRIP-01;5;L;2;GR/ANTHR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             005003         X;6191800014787;188;T-BAS-TRIP-01;5;L;3;BLEU/F;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             005004         X;6191800015029;188;T-BAS-TRIP-01;5;L;4;NOIR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             005005         X;6191800014862;188;T-BAS-TRIP-01;5;L;5;BLANC;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00500C         X;6191800014947;188;T-BAS-TRIP-01;5;L;00C;G/C/CLR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00500O         X;6191800065314;188;T-BAS-TRIP-01;5;L;00O;G/C/MOYN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00500Q         X;6191800120617;188;T-BAS-TRIP-01;5;L;00Q;ROUG BOR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             005015         X;6191800014701;188;T-BAS-TRIP-01;5;L;15;AUBERGIN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00502N         X;6191800153158;188;T-BAS-TRIP-01;5;L;02N;BLUE/EVN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00502Q         X;6191800120693;188;T-BAS-TRIP-01;5;L;02Q;NOIR N1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00502T         X;6191800330900;188;T-BAS-TRIP-01;5;L;02T;BLANC1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00502U         X;6191800330986;188;T-BAS-TRIP-01;5;L;02U;NOIR1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             006002         X;6191800120549;188;T-BAS-TRIP-01;6;XL;2;GR/ANTHR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             006003         X;6191800014794;188;T-BAS-TRIP-01;6;XL;3;BLEU/F;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             006004         X;6191800015036;188;T-BAS-TRIP-01;6;XL;4;NOIR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             006005         X;6191800014879;188;T-BAS-TRIP-01;6;XL;5;BLANC;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00600C         X;6191800014954;188;T-BAS-TRIP-01;6;XL;00C;G/C/CLR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00600O         X;6191800065321;188;T-BAS-TRIP-01;6;XL;00O;G/C/MOYN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00600Q         X;6191800120624;188;T-BAS-TRIP-01;6;XL;00Q;ROUG BOR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             006015         X;6191800014718;188;T-BAS-TRIP-01;6;XL;15;AUBERGIN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00602N         X;6191800153165;188;T-BAS-TRIP-01;6;XL;02N;BLUE/EVN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00602Q         X;6191800120709;188;T-BAS-TRIP-01;6;XL;02Q;NOIR N1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00602T         X;6191800330917;188;T-BAS-TRIP-01;6;XL;02T;BLANC1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00602U         X;6191800330993;188;T-BAS-TRIP-01;6;XL;02U;NOIR1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             007002         X;6191800120556;188;T-BAS-TRIP-01;7;XXL;2;GR/ANTHR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             007003         X;6191800014800;188;T-BAS-TRIP-01;7;XXL;3;BLEU/F;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             007004         X;6191800015043;188;T-BAS-TRIP-01;7;XXL;4;NOIR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             007005         X;6191800014886;188;T-BAS-TRIP-01;7;XXL;5;BLANC;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00700C         X;6191800014961;188;T-BAS-TRIP-01;7;XXL;00C;G/C/CLR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00700O         X;6191800065338;188;T-BAS-TRIP-01;7;XXL;00O;G/C/MOYN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00700Q         X;6191800120631;188;T-BAS-TRIP-01;7;XXL;00Q;ROUG BOR;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             007015         X;6191800014725;188;T-BAS-TRIP-01;7;XXL;15;AUBERGIN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00702N         X;6191800153172;188;T-BAS-TRIP-01;7;XXL;02N;BLUE/EVN;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00702Q         X;6191800120716;188;T-BAS-TRIP-01;7;XXL;02Q;NOIR N1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00702T         X;6191800330924;188;T-BAS-TRIP-01;7;XXL;02T;BLANC1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00188             00702U         X;6191800331006;188;T-BAS-TRIP-01;7;XXL;02U;NOIR1;175;P  ;P02;   ;108;BAS;2021-04-22;175
00318             001003         X;6191800022379;318;PK-SOC-BASTP-01;1;39/41;3;BLEU/F;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             001004         X;6191800022430;318;PK-SOC-BASTP-01;1;39/41;4;NOIR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             001005         X;6191800022393;318;PK-SOC-BASTP-01;1;39/41;5;BLANC;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             00100C         X;6191800022416;318;PK-SOC-BASTP-01;1;39/41;00C;G/C/CLR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             00100D         X;6191800024151;318;PK-SOC-BASTP-01;1;39/41;00D;VAR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             00102V         X;6191800395350;318;PK-SOC-BASTP-01;1;39/41;02V;MULTICLR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             002003         X;6191800022386;318;PK-SOC-BASTP-01;2;42/45;3;BLEU/F;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             002004         X;6191800022447;318;PK-SOC-BASTP-01;2;42/45;4;NOIR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             002005         X;6191800022409;318;PK-SOC-BASTP-01;2;42/45;5;BLANC;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             00200C         X;6191800022423;318;PK-SOC-BASTP-01;2;42/45;00C;G/C/CLR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             00200D         X;6191800024168;318;PK-SOC-BASTP-01;2;42/45;00D;VAR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00318             00202V         X;6191800395367;318;PK-SOC-BASTP-01;2;42/45;02V;MULTICLR;175;U  ;U04;   ;82;BAS;2021-04-22;175
00319             001003         X;6191800022454;319;PK-CH-BAS-TP-01;1;39/41;3;BLEU/F;175;U  ;U04;   ;27;BAS;2021-04-22;175
00319             001004         X;6191800022515;319;PK-CH-BAS-TP-01;1;39/41;4;NOIR;175;U  ;U04;   ;27;BAS;2021-04-22;175
00319             001005         X;6191800022492;319;PK-CH-BAS-TP-01;1;39/41;5;BLANC;175;U  ;U04;   ;27;BAS;2021-04-22;175
00319             00100D         X;6191800024175;319;PK-CH-BAS-TP-01;1;39/41;00D;VAR;175;U  ;U04;   ;27;BAS;2021-04-22;175
00319             00100E         X;6191800022478;319;PK-CH-BAS-TP-01;1;39/41;00E;BEIGE/CLAIRE;175;U  ;U04;   ;27;BAS;2021-04-22;175
